customer_id,created_date,canceled_date,subscription_cost,subscription_interval,was_subscription_paid,is_active,subscription_length_days
160558904,2022-11-05,2023-01-24,39,month,Yes,False,80.0
127836197,2022-11-05,2022-11-05,39,month,Yes,False,0.0
155334332,2022-11-05,2022-12-04,39,month,Yes,False,29.0
160523170,2022-11-05,2022-12-12,39,month,Yes,False,37.0
156907890,2022-11-05,2022-11-05,39,month,Yes,False,0.0
160608516,2022-11-05,2023-08-03,39,month,Yes,False,271.0
113181220,2022-11-05,2023-07-23,39,month,Yes,False,260.0
159790393,2022-11-06,2023-02-13,39,month,Yes,False,99.0
147813476,2022-11-06,2023-01-27,39,month,Yes,False,82.0
156078158,2022-11-06,2023-01-25,39,month,Yes,False,80.0
154879898,2022-11-06,2022-11-17,39,month,Yes,False,11.0
136157937,2022-11-06,2022-12-13,39,month,Yes,False,37.0
160176868,2022-11-06,2022-12-01,39,month,Yes,False,25.0
160622888,2022-11-06,2022-11-06,39,month,Yes,False,0.0
158736659,2022-11-07,,39,month,Yes,True,0.0
160813660,2022-11-07,,39,month,Yes,True,0.0
158524240,2022-11-07,,39,month,Yes,True,0.0
160702738,2022-11-07,,39,month,Yes,True,0.0
138919619,2022-11-07,2022-12-06,39,month,Yes,False,29.0
121571816,2022-11-07,2023-03-26,39,month,Yes,False,139.0
160623955,2022-11-07,2023-07-05,39,month,Yes,False,240.0
160010850,2022-11-07,2023-03-09,39,month,Yes,False,122.0
160823268,2022-11-07,2023-02-06,39,month,Yes,False,91.0
158992873,2022-11-07,2023-02-14,39,month,Yes,False,99.0
159878556,2022-11-07,2022-12-07,39,month,Yes,False,30.0
160833652,2022-11-07,2022-12-14,39,month,Yes,False,37.0
157663870,2022-11-07,2022-12-08,39,month,Yes,False,31.0
160615413,2022-11-07,2022-12-25,39,month,Yes,False,48.0
156207052,2022-11-07,2022-12-04,39,month,Yes,False,27.0
160103792,2022-11-07,2022-11-07,39,month,Yes,False,0.0
160969302,2022-11-09,2023-08-30,39,month,Yes,False,294.0
149648746,2022-11-09,2023-06-02,39,month,Yes,False,205.0
155643390,2022-11-09,2023-03-31,39,month,Yes,False,142.0
119294384,2022-11-09,2023-03-02,39,month,Yes,False,113.0
160171541,2022-11-09,2023-01-03,39,month,Yes,False,55.0
150569213,2022-11-09,2022-12-16,39,month,Yes,False,37.0
156710028,2022-11-10,2023-03-07,39,month,Yes,False,117.0
157670310,2022-11-10,2023-02-01,39,month,Yes,False,83.0
157091067,2022-11-10,2023-02-12,39,month,Yes,False,94.0
159639128,2022-11-10,2022-11-10,39,month,Yes,False,0.0
149728468,2022-11-11,2022-11-12,39,month,Yes,False,1.0
160714172,2022-11-11,2022-12-31,39,month,Yes,False,50.0
161464205,2022-11-11,2022-12-16,39,month,Yes,False,35.0
141084753,2022-11-12,2023-04-19,39,month,Yes,False,158.0
161768948,2022-11-12,2023-04-05,39,month,Yes,False,144.0
161692109,2022-11-12,2023-02-19,39,month,Yes,False,99.0
161424706,2022-11-12,2022-12-09,39,month,Yes,False,27.0
153186137,2022-11-12,2022-11-12,39,month,Yes,False,0.0
158906669,2022-11-13,2023-02-12,39,month,Yes,False,91.0
154085972,2022-11-13,2022-12-05,39,month,Yes,False,22.0
162409676,2022-11-14,,39,month,Yes,True,0.0
157438261,2022-11-14,,39,month,Yes,True,0.0
132579012,2022-11-14,2023-03-14,39,month,Yes,False,120.0
129140042,2022-11-14,2023-02-09,39,month,Yes,False,87.0
147100996,2022-11-14,2023-01-15,39,month,Yes,False,62.0
158437198,2022-11-14,2023-03-26,39,month,Yes,False,132.0
162343403,2022-11-14,2023-03-16,39,month,Yes,False,122.0
162218672,2022-11-14,2023-03-09,39,month,Yes,False,115.0
120738319,2022-11-14,2023-04-03,39,month,Yes,False,140.0
162147786,2022-11-14,2023-04-14,39,month,Yes,False,151.0
153165084,2022-11-14,2023-02-08,39,month,Yes,False,86.0
161815335,2022-11-14,2023-02-19,39,month,Yes,False,97.0
162294529,2022-11-14,2023-02-07,39,month,Yes,False,85.0
162176080,2022-11-14,2023-02-05,39,month,Yes,False,83.0
162412232,2022-11-14,2022-12-21,39,month,Yes,False,37.0
158575772,2022-11-14,2022-12-16,39,month,Yes,False,32.0
162247173,2022-11-14,2022-12-11,39,month,Yes,False,27.0
153630282,2022-11-14,2022-12-08,39,month,Yes,False,24.0
156699431,2022-11-14,2022-11-23,39,month,Yes,False,9.0
148018000,2022-11-14,2023-08-01,39,month,Yes,False,260.0
161623906,2022-11-15,,39,month,Yes,True,0.0
145664226,2022-11-15,,39,month,Yes,True,0.0
162529715,2022-11-15,2023-03-22,39,month,Yes,False,127.0
162581284,2022-11-15,2022-12-11,39,month,Yes,False,26.0
152655443,2022-11-15,2023-01-24,39,month,Yes,False,70.0
162443327,2022-11-15,2023-01-12,39,month,Yes,False,58.0
148348600,2022-11-15,2022-12-13,39,month,Yes,False,28.0
162992590,2022-11-16,,39,month,Yes,True,0.0
156633222,2022-11-16,2022-11-16,39,month,No,False,0.0
133595094,2022-11-16,2023-03-03,39,month,Yes,False,107.0
147770763,2022-11-16,2023-03-03,39,month,Yes,False,107.0
155370139,2022-11-16,2023-03-23,39,month,Yes,False,127.0
151890876,2022-11-16,2023-02-23,39,month,Yes,False,99.0
162920304,2022-11-16,2023-01-15,39,month,Yes,False,60.0
148838269,2022-11-16,2022-11-16,39,month,Yes,False,0.0
162913792,2022-11-16,2023-08-23,39,month,Yes,False,280.0
152316740,2022-11-17,,39,month,Yes,True,0.0
135480868,2022-11-17,2023-01-26,39,month,Yes,False,70.0
136315690,2022-11-17,2023-02-24,39,month,Yes,False,99.0
163224262,2022-11-17,2023-02-12,39,month,Yes,False,87.0
163330072,2022-11-17,2023-01-24,39,month,Yes,False,68.0
134646164,2022-11-17,2022-12-24,39,month,Yes,False,37.0
163282336,2022-11-17,2023-08-10,39,month,Yes,False,266.0
162490128,2022-11-18,,39,month,Yes,True,0.0
147122277,2022-11-18,2022-11-19,39,month,No,False,1.0
163623375,2022-11-18,2022-11-19,39,month,No,False,1.0
132918654,2022-11-18,2023-01-18,39,month,Yes,False,61.0
160601062,2022-11-18,2023-01-09,39,month,Yes,False,52.0
144573808,2022-11-18,2023-01-18,39,month,Yes,False,61.0
114435366,2022-11-18,2022-11-18,39,month,Yes,False,0.0
163399934,2022-11-18,2022-11-18,39,month,Yes,False,0.0
133599090,2022-11-19,2023-03-11,39,month,Yes,False,112.0
154767246,2022-11-19,2022-12-20,39,month,Yes,False,31.0
164085988,2022-11-19,2022-12-20,39,month,Yes,False,31.0
164255751,2022-11-20,2023-08-21,39,month,Yes,False,274.0
150663530,2022-11-20,2023-04-27,39,month,Yes,False,158.0
155333508,2022-11-20,2023-01-19,39,month,Yes,False,60.0
163178244,2022-11-21,,39,month,No,True,0.0
130245484,2022-11-21,2023-02-20,39,month,Yes,False,91.0
164578320,2022-11-21,2022-12-21,39,month,Yes,False,30.0
164542692,2022-11-21,2022-12-28,39,month,Yes,False,37.0
164087136,2022-11-22,,39,month,Yes,True,0.0
155414052,2022-11-22,2022-11-23,39,month,No,False,1.0
152253972,2022-11-22,2023-03-29,39,month,Yes,False,127.0
152754329,2022-11-22,2023-01-23,39,month,Yes,False,62.0
159724071,2022-11-23,2023-01-19,39,month,Yes,False,57.0
165164673,2022-11-23,2022-11-26,39,month,Yes,False,3.0
165529460,2022-11-24,2023-04-21,39,month,Yes,False,148.0
163362190,2022-11-25,,39,month,Yes,True,0.0
155810350,2022-11-25,2022-12-22,39,month,Yes,False,27.0
161793136,2022-11-25,2023-06-13,39,month,Yes,False,200.0
159255776,2022-11-25,2023-03-21,39,month,Yes,False,116.0
165807144,2022-11-25,2023-02-01,39,month,Yes,False,68.0
165788743,2022-11-25,2023-02-18,39,month,Yes,False,85.0
162513776,2022-11-25,2023-01-30,39,month,Yes,False,66.0
161841028,2022-11-25,2023-01-25,39,month,Yes,False,61.0
160597612,2022-11-25,2022-12-11,39,month,Yes,False,16.0
165937140,2022-11-26,2022-11-27,39,month,No,False,1.0
165613975,2022-11-26,2023-05-07,39,month,Yes,False,162.0
164662173,2022-11-26,2023-01-26,39,month,Yes,False,61.0
162411394,2022-11-26,2023-01-04,39,month,Yes,False,39.0
121439836,2022-11-27,,39,month,Yes,True,0.0
157353623,2022-11-27,2022-11-27,39,month,No,False,0.0
165953219,2022-11-27,2023-01-03,39,month,Yes,False,37.0
154710805,2022-11-28,,39,month,Yes,True,0.0
164084318,2022-11-28,,39,month,Yes,True,0.0
160043327,2022-11-28,2022-11-29,39,month,No,False,1.0
131166579,2022-11-28,2023-01-04,39,month,Yes,False,37.0
166109726,2022-11-28,2023-01-12,39,month,Yes,False,45.0
155446081,2022-11-28,2023-01-01,39,month,Yes,False,34.0
166342075,2022-11-28,2022-12-28,39,month,Yes,False,30.0
154063985,2022-11-28,2023-08-04,39,month,Yes,False,249.0
164141888,2022-11-29,,39,month,Yes,True,0.0
165244044,2022-11-29,2023-05-15,39,month,Yes,False,167.0
136149379,2022-11-29,2023-04-02,39,month,Yes,False,124.0
158227426,2022-11-29,2023-03-01,39,month,Yes,False,92.0
166366125,2022-11-29,2023-03-09,39,month,Yes,False,100.0
166753946,2022-11-29,2023-02-05,39,month,Yes,False,68.0
157883110,2022-11-29,2023-01-23,39,month,Yes,False,55.0
138475621,2022-11-29,2022-12-15,39,month,Yes,False,16.0
166529240,2022-11-30,,39,month,Yes,True,0.0
125828506,2022-11-30,2023-02-14,39,month,Yes,False,76.0
148869381,2022-11-30,2023-01-31,39,month,Yes,False,62.0
134825962,2022-11-30,2023-01-01,39,month,Yes,False,32.0
151163143,2022-11-30,2023-01-06,39,month,Yes,False,37.0
156111982,2022-11-30,2022-12-23,39,month,Yes,False,23.0
166546201,2022-11-30,2022-12-11,39,month,Yes,False,11.0
162126074,2022-12-01,,39,month,Yes,True,0.0
162640429,2022-12-01,,39,month,Yes,True,0.0
164413682,2022-12-01,,39,month,Yes,True,0.0
162850052,2022-12-01,,39,month,Yes,True,0.0
162177746,2022-12-01,2022-12-29,39,month,Yes,False,28.0
135587508,2022-12-01,2023-02-09,39,month,Yes,False,70.0
161428649,2022-12-01,2023-04-08,39,month,Yes,False,128.0
166977144,2022-12-01,2023-04-08,39,month,Yes,False,128.0
161640666,2022-12-01,2023-03-01,39,month,Yes,False,90.0
165932696,2022-12-01,2023-03-01,39,month,Yes,False,90.0
165204032,2022-12-01,2023-02-14,39,month,Yes,False,75.0
162469903,2022-12-01,2023-02-08,39,month,Yes,False,69.0
166515564,2022-12-01,2023-01-19,39,month,Yes,False,49.0
139323228,2022-12-01,2023-01-24,39,month,Yes,False,54.0
162569750,2022-12-01,2022-12-04,39,month,Yes,False,3.0
165959602,2022-12-01,2022-12-23,39,month,Yes,False,22.0
160968524,2022-12-01,2023-07-20,39,month,Yes,False,231.0
163258260,2022-12-02,,39,month,Yes,True,0.0
167051046,2022-12-02,,39,month,Yes,True,0.0
161182367,2022-12-02,2022-12-03,39,month,Yes,False,1.0
167292985,2022-12-02,2022-12-03,39,month,No,False,1.0
166183014,2022-12-02,2022-12-03,39,month,No,False,1.0
165143920,2022-12-02,2023-06-02,39,month,Yes,False,182.0
165958089,2022-12-02,2023-02-09,39,month,Yes,False,69.0
165431576,2022-12-02,2023-02-01,39,month,Yes,False,61.0
163708513,2022-12-02,2022-12-30,39,month,Yes,False,28.0
164521419,2022-12-02,2022-12-29,39,month,Yes,False,27.0
166257164,2022-12-02,2022-12-21,39,month,Yes,False,19.0
121348156,2022-12-02,2022-12-06,39,month,Yes,False,4.0
167280894,2022-12-02,2023-07-06,39,month,Yes,False,216.0
160980795,2022-12-03,,39,month,Yes,True,0.0
167544686,2022-12-03,,39,month,Yes,True,0.0
161968719,2022-12-03,,39,month,Yes,True,0.0
159070152,2022-12-03,,39,month,Yes,True,0.0
167445788,2022-12-03,2022-12-04,39,month,No,False,1.0
167441263,2022-12-03,2023-06-10,39,month,Yes,False,189.0
167586100,2022-12-03,2023-03-02,39,month,Yes,False,89.0
139789436,2022-12-03,2023-01-29,39,month,Yes,False,57.0
116319450,2022-12-04,2023-04-19,39,month,Yes,False,136.0
162939264,2022-12-04,2023-05-04,39,month,Yes,False,151.0
167711417,2022-12-04,2023-03-25,39,month,Yes,False,111.0
157381517,2022-12-05,,39,month,Yes,True,0.0
162912102,2022-12-05,2022-12-06,39,month,Yes,False,1.0
167833210,2022-12-05,2023-07-03,39,month,Yes,False,210.0
165676999,2022-12-05,2023-02-05,39,month,Yes,False,62.0
167253106,2022-12-05,2023-02-06,39,month,Yes,False,63.0
168022972,2022-12-05,2023-01-13,39,month,Yes,False,39.0
167315920,2022-12-05,2023-01-05,39,month,Yes,False,31.0
167928962,2022-12-05,2022-12-29,39,month,Yes,False,24.0
166211741,2022-12-06,2023-04-11,39,month,Yes,False,126.0
161450418,2022-12-06,2023-05-04,39,month,Yes,False,149.0
144961802,2022-12-06,2023-03-02,39,month,Yes,False,86.0
168137404,2022-12-06,2023-02-01,39,month,Yes,False,57.0
153441732,2022-12-06,2023-02-13,39,month,Yes,False,69.0
167649041,2022-12-06,2023-01-31,39,month,Yes,False,56.0
168089746,2022-12-06,2023-01-13,39,month,Yes,False,38.0
158177274,2022-12-06,2023-01-26,39,month,Yes,False,51.0
168061628,2022-12-06,2023-01-13,39,month,Yes,False,38.0
168436401,2022-12-07,,39,month,Yes,True,0.0
126770376,2022-12-07,2023-01-02,39,month,Yes,False,26.0
153468957,2022-12-07,2023-02-14,39,month,Yes,False,69.0
168336474,2022-12-07,2023-02-27,39,month,Yes,False,82.0
166929423,2022-12-07,2022-12-28,39,month,Yes,False,21.0
163990458,2022-12-07,2022-12-22,39,month,Yes,False,15.0
166411463,2022-12-08,,39,month,Yes,True,0.0
168433088,2022-12-08,,39,month,Yes,True,0.0
155426075,2022-12-08,,39,month,Yes,True,0.0
168555694,2022-12-08,2022-12-09,39,month,No,False,1.0
162912102,2022-12-08,2023-05-15,39,month,Yes,False,158.0
168471192,2022-12-08,2023-02-03,39,month,Yes,False,57.0
168825734,2022-12-08,2023-01-15,39,month,Yes,False,38.0
163852568,2022-12-08,2022-12-12,39,month,Yes,False,4.0
168460834,2022-12-08,2022-12-27,39,month,Yes,False,19.0
169085351,2022-12-09,2023-07-05,39,month,Yes,False,208.0
168456070,2022-12-09,2023-04-22,39,month,Yes,False,134.0
168900021,2022-12-09,2023-02-06,39,month,Yes,False,59.0
169113748,2022-12-09,2023-01-13,39,month,Yes,False,35.0
162193491,2022-12-09,2023-01-20,39,month,Yes,False,42.0
167761722,2022-12-09,2023-07-16,39,month,Yes,False,219.0
169244937,2022-12-10,2023-03-04,39,month,Yes,False,84.0
167923504,2022-12-10,2023-02-08,39,month,Yes,False,60.0
167459469,2022-12-10,2023-01-14,39,month,Yes,False,35.0
123169152,2022-12-10,2023-01-03,39,month,Yes,False,24.0
153157541,2022-12-11,,39,month,Yes,True,0.0
169133180,2022-12-11,,39,month,Yes,True,0.0
129447970,2022-12-11,2022-12-12,39,month,Yes,False,1.0
169388365,2022-12-11,2023-06-18,39,month,Yes,False,189.0
130872019,2022-12-11,2023-04-11,39,month,Yes,False,121.0
167674086,2022-12-11,2023-05-01,39,month,Yes,False,141.0
169590994,2022-12-11,2023-02-26,39,month,Yes,False,77.0
166199181,2022-12-11,2023-01-18,39,month,Yes,False,38.0
169895510,2022-12-12,,39,month,Yes,True,0.0
169837410,2022-12-12,,39,month,Yes,True,0.0
169854397,2022-12-12,,39,month,No,True,0.0
145987169,2022-12-12,2023-01-27,39,month,Yes,False,46.0
169915574,2022-12-12,2023-03-13,39,month,Yes,False,91.0
164632485,2022-12-12,2023-03-07,39,month,Yes,False,85.0
169830063,2022-12-12,2023-01-30,39,month,Yes,False,49.0
162624984,2022-12-12,2023-01-23,39,month,Yes,False,42.0
169020452,2022-12-12,2023-08-09,39,month,Yes,False,240.0
170037760,2022-12-13,,39,month,Yes,True,0.0
116060198,2022-12-13,2023-03-20,39,month,Yes,False,97.0
129798657,2022-12-13,2023-03-13,39,month,Yes,False,90.0
170426615,2022-12-13,2023-02-13,39,month,Yes,False,62.0
161574018,2022-12-13,2023-02-21,39,month,Yes,False,70.0
160272364,2022-12-14,,39,month,Yes,True,0.0
144938943,2022-12-14,,39,month,No,True,0.0
170004555,2022-12-14,2023-02-11,39,month,Yes,False,59.0
167673987,2022-12-14,2023-02-21,39,month,Yes,False,69.0
154448870,2022-12-14,2023-01-02,39,month,Yes,False,19.0
153508650,2022-12-14,2023-01-31,39,month,Yes,False,48.0
156521981,2022-12-14,2023-01-14,39,month,Yes,False,31.0
170897520,2022-12-14,2023-07-04,39,month,Yes,False,202.0
167076396,2022-12-14,2023-08-04,39,month,Yes,False,233.0
170968987,2022-12-15,,39,month,Yes,True,0.0
170154956,2022-12-15,2023-04-18,39,month,Yes,False,124.0
170976924,2022-12-15,2023-05-30,39,month,Yes,False,166.0
171090027,2022-12-15,2023-03-14,39,month,Yes,False,89.0
167135160,2022-12-15,2023-01-18,39,month,Yes,False,34.0
171339244,2022-12-15,2022-12-15,39,month,Yes,False,0.0
169285280,2022-12-16,2022-12-17,39,month,No,False,1.0
137315832,2022-12-16,2023-03-23,39,month,Yes,False,97.0
171286538,2022-12-16,2023-04-13,39,month,Yes,False,118.0
154531106,2022-12-16,2023-04-14,39,month,Yes,False,119.0
169998988,2022-12-16,2023-05-17,39,month,Yes,False,152.0
171860036,2022-12-16,2023-03-18,39,month,Yes,False,92.0
169906376,2022-12-16,2023-02-13,39,month,Yes,False,59.0
171681744,2022-12-16,2023-02-22,39,month,Yes,False,68.0
171375108,2022-12-16,2023-01-16,39,month,Yes,False,31.0
166358674,2022-12-16,2023-01-23,39,month,Yes,False,38.0
168696864,2022-12-17,2022-12-18,39,month,Yes,False,1.0
149303812,2022-12-17,2023-02-20,39,month,Yes,False,65.0
145969392,2022-12-17,2023-02-01,39,month,Yes,False,46.0
169399624,2022-12-17,2023-02-10,39,month,Yes,False,55.0
162423643,2022-12-17,2022-12-17,39,month,Yes,False,0.0
171131528,2022-12-18,,39,month,Yes,True,0.0
172370430,2022-12-18,2022-12-19,39,month,No,False,1.0
122646091,2022-12-18,2023-03-21,39,month,Yes,False,93.0
171688728,2022-12-18,2023-01-13,39,month,Yes,False,26.0
173037778,2022-12-18,2023-01-27,39,month,Yes,False,40.0
139247241,2022-12-18,2023-01-07,39,month,Yes,False,20.0
138235674,2022-12-19,,39,month,Yes,True,0.0
173832314,2022-12-19,2023-02-26,39,month,Yes,False,69.0
170752898,2022-12-19,2023-02-23,39,month,Yes,False,66.0
172517999,2022-12-19,2023-01-26,39,month,Yes,False,38.0
150779000,2022-12-19,2023-01-02,39,month,Yes,False,14.0
171304646,2022-12-19,2023-08-26,39,month,Yes,False,250.0
168696864,2022-12-20,,39,month,Yes,True,0.0
174268714,2022-12-20,,39,month,Yes,True,0.0
147022677,2022-12-20,,39,month,Yes,True,0.0
156864062,2022-12-20,2022-12-21,39,month,No,False,1.0
123065349,2022-12-20,2023-03-27,39,month,Yes,False,97.0
174258180,2022-12-20,2023-04-29,39,month,Yes,False,130.0
174269667,2022-12-20,2023-03-03,39,month,Yes,False,73.0
171889946,2022-12-20,2023-02-10,39,month,Yes,False,52.0
171613468,2022-12-20,2023-02-22,39,month,Yes,False,64.0
122922737,2022-12-21,,39,month,Yes,True,0.0
174646924,2022-12-21,2023-03-28,39,month,Yes,False,97.0
174264280,2022-12-21,2023-03-28,39,month,Yes,False,97.0
174609120,2022-12-21,2023-03-18,39,month,Yes,False,87.0
174158995,2022-12-21,2023-02-25,39,month,Yes,False,66.0
174484311,2022-12-21,2023-02-25,39,month,Yes,False,66.0
169556175,2022-12-21,2023-01-22,39,month,Yes,False,32.0
153122282,2022-12-21,2022-12-21,39,month,Yes,False,0.0
174576654,2022-12-21,2023-07-07,39,month,Yes,False,198.0
154711077,2022-12-22,,39,month,Yes,True,0.0
163619032,2022-12-22,,39,month,Yes,True,0.0
171001864,2022-12-22,,39,month,Yes,True,0.0
151890014,2022-12-22,,39,month,Yes,True,0.0
158575772,2022-12-22,2022-12-23,39,month,Yes,False,1.0
164462665,2022-12-22,2022-12-23,39,month,No,False,1.0
121830768,2022-12-22,2023-01-24,39,month,Yes,False,33.0
174605216,2022-12-22,2023-05-12,39,month,Yes,False,141.0
174655316,2022-12-22,2023-03-15,39,month,Yes,False,83.0
174622570,2022-12-22,2023-01-01,39,month,Yes,False,10.0
174720005,2022-12-22,2022-12-23,39,month,Yes,False,1.0
174696512,2022-12-23,,39,month,Yes,True,0.0
175314293,2022-12-23,,39,month,Yes,True,0.0
175451863,2022-12-23,2023-03-20,39,month,Yes,False,87.0
174752844,2022-12-23,2023-01-30,39,month,Yes,False,38.0
175431141,2022-12-24,,39,month,Yes,True,0.0
132228678,2022-12-24,2022-12-24,39,month,Yes,False,0.0
161151062,2022-12-24,2023-04-19,39,month,Yes,False,116.0
167653319,2022-12-24,2023-03-13,39,month,Yes,False,79.0
171659515,2022-12-24,2023-01-23,39,month,Yes,False,30.0
175720159,2022-12-24,2023-01-09,39,month,Yes,False,16.0
170593141,2022-12-24,2023-01-08,39,month,Yes,False,15.0
173981170,2022-12-24,2022-12-25,39,month,Yes,False,1.0
175166391,2022-12-25,,39,month,Yes,True,0.0
161175048,2022-12-25,2023-02-22,39,month,Yes,False,59.0
164254865,2022-12-25,2023-01-24,39,month,Yes,False,30.0
143248615,2022-12-26,,39,month,Yes,True,0.0
176032070,2022-12-26,2023-01-14,39,month,Yes,False,19.0
174132333,2022-12-27,,39,month,Yes,True,0.0
177051147,2022-12-27,2022-12-28,39,month,Yes,False,1.0
176571319,2022-12-27,2023-04-01,39,month,Yes,False,95.0
166932902,2022-12-27,2023-03-06,39,month,Yes,False,69.0
175851244,2022-12-27,2023-02-03,39,month,Yes,False,38.0
155613371,2022-12-27,2023-02-03,39,month,Yes,False,38.0
167678290,2022-12-27,2023-01-27,39,month,Yes,False,31.0
176995917,2022-12-27,2023-06-29,39,month,Yes,False,184.0
161187523,2022-12-27,2023-07-19,39,month,Yes,False,204.0
175884318,2022-12-28,2023-01-14,39,month,Yes,False,17.0
173911972,2022-12-28,2023-04-24,39,month,Yes,False,117.0
177696301,2022-12-28,2023-05-27,39,month,Yes,False,150.0
165744582,2022-12-28,2023-02-12,39,month,Yes,False,46.0
177323966,2022-12-28,2022-12-28,39,month,Yes,False,0.0
178355844,2022-12-29,,39,month,Yes,True,0.0
176989743,2022-12-29,,39,month,Yes,True,0.0
177971827,2022-12-29,,39,month,Yes,True,0.0
131147038,2022-12-29,2023-02-13,39,month,Yes,False,46.0
152142457,2022-12-29,2023-02-12,39,month,Yes,False,45.0
174293226,2022-12-29,2023-06-06,39,month,Yes,False,159.0
177051147,2022-12-29,2023-03-27,39,month,Yes,False,88.0
177963240,2022-12-29,2023-01-27,39,month,Yes,False,29.0
176639972,2022-12-29,2023-01-28,39,month,Yes,False,30.0
175818000,2022-12-30,2023-06-09,39,month,Yes,False,161.0
117856836,2022-12-30,2023-02-02,39,month,Yes,False,34.0
177266058,2022-12-30,2023-04-06,39,month,Yes,False,97.0
174203866,2022-12-30,2023-02-28,39,month,Yes,False,60.0
174991614,2022-12-30,2023-01-30,39,month,Yes,False,31.0
175354348,2022-12-30,2023-01-21,39,month,Yes,False,22.0
176573512,2022-12-30,2023-07-03,39,month,Yes,False,185.0
178379352,2022-12-31,2023-01-02,39,month,Yes,False,2.0
152980676,2022-12-31,2023-01-21,39,month,Yes,False,21.0
179551652,2022-12-31,2023-05-07,39,month,Yes,False,127.0
175899028,2022-12-31,2023-03-24,39,month,Yes,False,83.0
148427368,2022-12-31,2023-02-07,39,month,Yes,False,38.0
149335749,2022-12-31,2023-01-30,39,month,Yes,False,30.0
179395204,2022-12-31,2023-01-16,39,month,Yes,False,16.0
150870576,2023-01-01,2023-06-15,39,month,Yes,False,165.0
176200716,2023-01-01,2023-04-24,39,month,Yes,False,113.0
178097351,2023-01-01,2023-02-08,39,month,Yes,False,38.0
177238262,2023-01-02,,39,month,Yes,True,0.0
173131478,2023-01-02,,39,month,Yes,True,0.0
180123121,2023-01-02,2023-01-02,39,month,No,False,0.0
139136640,2023-01-02,2023-03-09,39,month,Yes,False,66.0
172951272,2023-01-02,2023-05-06,39,month,Yes,False,124.0
175473611,2023-01-02,2023-04-23,39,month,Yes,False,111.0
170776130,2023-01-02,2023-04-18,39,month,Yes,False,106.0
180558466,2023-01-02,2023-03-24,39,month,Yes,False,81.0
171398636,2023-01-02,2023-03-10,39,month,Yes,False,67.0
180424776,2023-01-02,2023-03-19,39,month,Yes,False,76.0
180198528,2023-01-02,2023-02-09,39,month,Yes,False,38.0
124634385,2023-01-03,,39,month,Yes,True,0.0
180740092,2023-01-03,,39,month,Yes,True,0.0
144385898,2023-01-03,2023-07-03,39,month,Yes,False,181.0
175138132,2023-01-03,2023-04-23,39,month,Yes,False,110.0
180968287,2023-01-03,2023-03-27,39,month,Yes,False,83.0
180959934,2023-01-03,2023-03-08,39,month,Yes,False,64.0
176445635,2023-01-03,2023-02-18,39,month,Yes,False,46.0
180798046,2023-01-03,2023-01-31,39,month,Yes,False,28.0
180718702,2023-01-03,2023-01-25,39,month,Yes,False,22.0
181052392,2023-01-03,2023-08-23,39,month,Yes,False,232.0
181717508,2023-01-04,,39,month,Yes,True,0.0
163103592,2023-01-04,2023-01-05,39,month,No,False,1.0
146860806,2023-01-04,2023-03-04,39,month,Yes,False,59.0
160532210,2023-01-04,2023-02-12,39,month,Yes,False,39.0
181003342,2023-01-04,2023-02-28,39,month,Yes,False,55.0
178661698,2023-01-04,2023-07-11,39,month,Yes,False,188.0
178928897,2023-01-05,,39,month,Yes,True,0.0
181840814,2023-01-05,,39,month,Yes,True,0.0
166930287,2023-01-05,2023-01-06,39,month,No,False,1.0
155956314,2023-01-05,2023-01-05,39,month,No,False,0.0
182408564,2023-01-05,2023-05-04,39,month,Yes,False,119.0
182295766,2023-01-05,2023-03-12,39,month,Yes,False,66.0
155881023,2023-01-05,2023-03-02,39,month,Yes,False,56.0
152750569,2023-01-05,2023-02-12,39,month,Yes,False,38.0
178345451,2023-01-05,2023-02-12,39,month,Yes,False,38.0
179758181,2023-01-06,,39,month,Yes,True,0.0
167266048,2023-01-06,,39,month,Yes,True,0.0
182719870,2023-01-06,2023-05-04,39,month,Yes,False,118.0
182408430,2023-01-06,2023-05-10,39,month,Yes,False,124.0
181072524,2023-01-06,2023-06-30,39,month,Yes,False,175.0
182747824,2023-01-06,2023-04-13,39,month,Yes,False,97.0
182700534,2023-01-06,2023-03-26,39,month,Yes,False,79.0
182727349,2023-01-06,2023-02-06,39,month,Yes,False,31.0
182636324,2023-01-06,2023-02-03,39,month,Yes,False,28.0
170485769,2023-01-06,2023-01-06,39,month,Yes,False,0.0
182627508,2023-01-06,2023-01-06,39,month,Yes,False,0.0
182834016,2023-01-07,2023-06-14,39,month,Yes,False,158.0
163535855,2023-01-07,2023-06-21,39,month,Yes,False,165.0
183002853,2023-01-07,2023-04-08,39,month,Yes,False,91.0
148338824,2023-01-07,2023-02-07,39,month,Yes,False,31.0
181712692,2023-01-07,2023-01-07,39,month,Yes,False,0.0
181770777,2023-01-08,,39,month,Yes,True,0.0
161269602,2023-01-08,2023-01-08,39,month,Yes,False,0.0
145799416,2023-01-08,2023-02-10,39,month,Yes,False,33.0
182753953,2023-01-08,2023-04-03,39,month,Yes,False,85.0
162944728,2023-01-08,2023-03-01,39,month,Yes,False,52.0
161249852,2023-01-08,2023-01-15,39,month,Yes,False,7.0
183916833,2023-01-09,,39,month,Yes,True,0.0
169141612,2023-01-09,2023-01-10,39,month,No,False,1.0
128768010,2023-01-09,2023-01-12,39,month,Yes,False,3.0
